ubica_geo,entidad,desc_ent,municipio,desc_mun,key
30109,30,Veracruz,109,Misantla,Misantla-Veracruz
30111,30,Veracruz,111,Moloacan,Moloacan-Veracruz
30114,30,Veracruz,114,Nautla,Nautla-Veracruz
30115,30,Veracruz,115,Nogales,Nogales-Veracruz
30118,30,Veracruz,118,Orizaba,Orizaba-Veracruz
30122,30,Veracruz,122,Pajapan,Pajapan-Veracruz
30123,30,Veracruz,123,Panuco,Panuco-Veracruz
30124,30,Veracruz,124,Papantla,Papantla-Veracruz
30127,30,Veracruz,127,La Perla,La Perla-Veracruz
30128,30,Veracruz,128,Perote,Perote-Veracruz
30130,30,Veracruz,130,Playa Vicente,Playa Vicente-Veracruz
30131,30,Veracruz,131,Poza Rica De Hidalgo,Poza Rica De Hidalgo-Veracruz
30133,30,Veracruz,133,Pueblo Viejo,Pueblo Viejo-Veracruz
30135,30,Veracruz,135,Rafael Delgado,Rafael Delgado-Veracruz
30138,30,Veracruz,138,Rio Blanco,Rio Blanco-Veracruz
30141,30,Veracruz,141,San Andres Tuxtla,San Andres Tuxtla-Veracruz
30142,30,Veracruz,142,San Juan Evangelista,San Juan Evangelista-Veracruz
30143,30,Veracruz,143,Santiago Tuxtla,Santiago Tuxtla-Veracruz
30147,30,Veracruz,147,Soledad Atzompa,Soledad Atzompa-Veracruz
30154,30,Veracruz,154,Tantima,Tantima-Veracruz
30155,30,Veracruz,155,Tantoyuca,Tantoyuca-Veracruz
30156,30,Veracruz,156,Tatatila,Tatatila-Veracruz
30157,30,Veracruz,157,Castillo De Teayo,Castillo De Teayo-Veracruz
30160,30,Veracruz,160,Alamo Temapache,Alamo Temapache-Veracruz
30162,30,Veracruz,162,Tenampa,Tenampa-Veracruz
30164,30,Veracruz,164,Teocelo,Teocelo-Veracruz
30167,30,Veracruz,167,Tepetzintla,Tepetzintla-Veracruz
30170,30,Veracruz,170,Texcatepec,Texcatepec-Veracruz
30174,30,Veracruz,174,Tierra Blanca,Tierra Blanca-Veracruz
30175,30,Veracruz,175,Tihuatlan,Tihuatlan-Veracruz
30177,30,Veracruz,177,Tlacolulan,Tlacolulan-Veracruz
30188,30,Veracruz,188,Totutla,Totutla-Veracruz
30189,30,Veracruz,189,Tuxpan,Tuxpan-Veracruz
30192,30,Veracruz,192,Vega De Alatorre,Vega De Alatorre-Veracruz
30193,30,Veracruz,193,Veracruz,Veracruz-Veracruz
30199,30,Veracruz,199,Zaragoza,Zaragoza-Veracruz
30201,30,Veracruz,201,Zongolica,Zongolica-Veracruz
30202,30,Veracruz,202,Zontecomatlan De Lopez Y Fuentes,Zontecomatlan De Lopez Y Fuentes-Veracruz
30203,30,Veracruz,203,Zozocolco De Hidalgo,Zozocolco De Hidalgo-Veracruz
30206,30,Veracruz,206,Nanchital De Lazaro Cardenas Del Rio,Nanchital De Lazaro Cardenas Del Rio-Veracruz
30208,30,Veracruz,208,Carlos A. Carrillo,Carlos A. Carrillo-Veracruz
30211,30,Veracruz,211,San Rafael,San Rafael-Veracruz
31002,31,Yucatan,2,Acanceh,Acanceh-Yucatan
31005,31,Yucatan,5,Bokoba,Bokoba-Yucatan
31013,31,Yucatan,13,Conkal,Conkal-Yucatan
31014,31,Yucatan,14,Cuncunul,Cuncunul-Yucatan
31015,31,Yucatan,15,Cuzama,Cuzama-Yucatan
31017,31,Yucatan,17,Chankom,Chankom-Yucatan
31019,31,Yucatan,19,Chemax,Chemax-Yucatan
31021,31,Yucatan,21,Chichimila,Chichimila-Yucatan
31022,31,Yucatan,22,Chikindzonot,Chikindzonot-Yucatan
31023,31,Yucatan,23,Chochola,Chochola-Yucatan
31027,31,Yucatan,27,Dzidzantun,Dzidzantun-Yucatan
31028,31,Yucatan,28,Dzilam De Bravo,Dzilam De Bravo-Yucatan
31029,31,Yucatan,29,Dzilam Gonzalez,Dzilam Gonzalez-Yucatan
31030,31,Yucatan,30,Dzitas,Dzitas-Yucatan
31032,31,Yucatan,32,Espita,Espita-Yucatan
31034,31,Yucatan,34,Hocaba,Hocaba-Yucatan
31035,31,Yucatan,35,Hoctun,Hoctun-Yucatan
31037,31,Yucatan,37,Huhi,Huhi-Yucatan
31038,31,Yucatan,38,Hunucma,Hunucma-Yucatan
31040,31,Yucatan,40,Izamal,Izamal-Yucatan
31041,31,Yucatan,41,Kanasin,Kanasin-Yucatan
31045,31,Yucatan,45,Kopoma,Kopoma-Yucatan
31048,31,Yucatan,48,Maxcanu,Maxcanu-Yucatan
31050,31,Yucatan,50,Merida,Merida-Yucatan
31051,31,Yucatan,51,Mococha,Mococha-Yucatan
31052,31,Yucatan,52,Motul,Motul-Yucatan
31053,31,Yucatan,53,Muna,Muna-Yucatan
31056,31,Yucatan,56,Oxkutzcab,Oxkutzcab-Yucatan
31059,31,Yucatan,59,Progreso,Progreso-Yucatan
31065,31,Yucatan,65,San Felipe,San Felipe-Yucatan
31070,31,Yucatan,70,Sucila,Sucila-Yucatan
31072,31,Yucatan,72,Suma,Suma-Yucatan
31073,31,Yucatan,73,Tahdziu,Tahdziu-Yucatan
31076,31,Yucatan,76,Tecoh,Tecoh-Yucatan
31078,31,Yucatan,78,Tekanto,Tekanto-Yucatan
31079,31,Yucatan,79,Tekax,Tekax-Yucatan
31080,31,Yucatan,80,Tekit,Tekit-Yucatan
31083,31,Yucatan,83,Telchac Puerto,Telchac Puerto-Yucatan
31084,31,Yucatan,84,Temax,Temax-Yucatan
31085,31,Yucatan,85,Temozon,Temozon-Yucatan
31089,31,Yucatan,89,Ticul,Ticul-Yucatan
31090,31,Yucatan,90,Timucuy,Timucuy-Yucatan
31093,31,Yucatan,93,Tixkokob,Tixkokob-Yucatan
31094,31,Yucatan,94,Tixmehuac,Tixmehuac-Yucatan
31096,31,Yucatan,96,Tizimin,Tizimin-Yucatan
31097,31,Yucatan,97,Tunkas,Tunkas-Yucatan
31098,31,Yucatan,98,Tzucacab,Tzucacab-Yucatan
31101,31,Yucatan,101,Uman,Uman-Yucatan
31102,31,Yucatan,102,Valladolid,Valladolid-Yucatan
31104,31,Yucatan,104,Yaxcaba,Yaxcaba-Yucatan
32001,32,Zacatecas,1,Apozol,Apozol-Zacatecas
32005,32,Zacatecas,5,Calera,Calera-Zacatecas
32007,32,Zacatecas,7,Concepcion Del Oro,Concepcion Del Oro-Zacatecas
32009,32,Zacatecas,9,Chalchihuites,Chalchihuites-Zacatecas
32010,32,Zacatecas,10,Fresnillo,Fresnillo-Zacatecas
32011,32,Zacatecas,11,Trinidad Garcia De La Cadena,Trinidad Garcia De La Cadena-Zacatecas
32012,32,Zacatecas,12,Genaro Codina,Genaro Codina-Zacatecas
32014,32,Zacatecas,14,General Francisco R. Murguia,General Francisco R. Murguia-Zacatecas
32017,32,Zacatecas,17,Guadalupe,Guadalupe-Zacatecas
32018,32,Zacatecas,18,Huanusco,Huanusco-Zacatecas
32020,32,Zacatecas,20,Jerez,Jerez-Zacatecas
32022,32,Zacatecas,22,Juan Aldama,Juan Aldama-Zacatecas
32023,32,Zacatecas,23,Juchipila,Juchipila-Zacatecas
32024,32,Zacatecas,24,Loreto,Loreto-Zacatecas
32026,32,Zacatecas,26,Mazapil,Mazapil-Zacatecas
32029,32,Zacatecas,29,Miguel Auza,Miguel Auza-Zacatecas
32034,32,Zacatecas,34,Nochistlan De Mejia,Nochistlan De Mejia-Zacatecas
32035,32,Zacatecas,35,Noria De Angeles,Noria De Angeles-Zacatecas
32036,32,Zacatecas,36,Ojocaliente,Ojocaliente-Zacatecas
32037,32,Zacatecas,37,Panuco,Panuco-Zacatecas
32038,32,Zacatecas,38,Pinos,Pinos-Zacatecas
32039,32,Zacatecas,39,Rio Grande,Rio Grande-Zacatecas
32040,32,Zacatecas,40,Sain Alto,Sain Alto-Zacatecas
32042,32,Zacatecas,42,Sombrerete,Sombrerete-Zacatecas
32046,32,Zacatecas,46,Tepetongo,Tepetongo-Zacatecas
32048,32,Zacatecas,48,Tlaltenango De Sanchez Roman,Tlaltenango De Sanchez Roman-Zacatecas
32049,32,Zacatecas,49,Valparaiso,Valparaiso-Zacatecas
32050,32,Zacatecas,50,Vetagrande,Vetagrande-Zacatecas
32051,32,Zacatecas,51,Villa De Cos,Villa De Cos-Zacatecas
32052,32,Zacatecas,52,Villa Garcia,Villa Garcia-Zacatecas
32053,32,Zacatecas,53,Villa Gonzalez Ortega,Villa Gonzalez Ortega-Zacatecas
32054,32,Zacatecas,54,Villa Hidalgo,Villa Hidalgo-Zacatecas
32055,32,Zacatecas,55,Villanueva,Villanueva-Zacatecas
32056,32,Zacatecas,56,Zacatecas,Zacatecas-Zacatecas
